id,company_name,city,state,country,zipcode,url,date_updated,company_category,profession,industry,source_site,avarage_rating,total_reviews,susp_count,non_susp_count
65,Orthodontic Experts,Chicago,IL,USA,60618,https://maps.google.com/?cid=15135901667309144235,2021-03-15T21:07:38.000000Z,Doctor,Dentist,Health,google,4.8,56,42,16
63,Larchmont Dental Associates,Los Angeles,CA,USA,90004,https://maps.google.com/?cid=7248156367668622715,2021-03-15T21:07:30.000000Z,Dentist,Health,Point of interest,google,4.9,37,25,15
62,Amsterdam Dental Group,Philadelphia,PA,USA,19110,https://maps.google.com/?cid=9862305021558201420,2021-03-15T21:07:23.000000Z,Dentist,Health,Point of interest,google,5,324,235,92
58,The Philadelphia Dentist,Philadelphia,PA,USA,19152,https://maps.google.com/?cid=11608392539154151384,2021-03-15T21:07:15.000000Z,Dentist,Health,Point of interest,google,4.8,69,46,23
54,Philadelphia Dentistry,Philadelphia,PA,USA,19102,https://maps.google.com/?cid=16772134438163265271,2021-03-15T21:07:07.000000Z,Dentist,Doctor,Health,google,4.8,716,388,219
191,Advanced Dental Care - Tacoma,Tacoma,WA,USA,98409,https://maps.google.com/?cid=1204711165779387953,2021-03-15T13:43:52.000000Z,Dentist,Health,Point of interest,google,4.7,82,56,26
190,J & D Dental,Minneapolis,MN,USA,55402,https://maps.google.com/?cid=14430256036412336007,2021-03-15T13:43:43.000000Z,Dentist,Health,Point of interest,google,4.9,398,238,159
189,Artistic Dental at the biltmore,Phoenix,AZ,USA,85016,https://maps.google.com/?cid=13194340490560856695,2021-03-15T13:43:35.000000Z,Dentist,Health,Point of interest,google,4.9,559,311,167
65,Orthodontic Experts,Chicago,IL,USA,60618,https://maps.google.com/?cid=15135901667309144235,2021-03-15T21:07:38.000000Z,Doctor,Dentist,Health,google,4.8,56,42,16
63,Larchmont Dental Associates,Los Angeles,CA,USA,90004,https://maps.google.com/?cid=7248156367668622715,2021-03-15T21:07:30.000000Z,Dentist,Health,Point of interest,google,4.9,37,25,15
62,Amsterdam Dental Group,Philadelphia,PA,USA,19110,https://maps.google.com/?cid=9862305021558201420,2021-03-15T21:07:23.000000Z,Dentist,Health,Point of interest,google,5,324,235,92
58,The Philadelphia Dentist,Philadelphia,PA,USA,19152,https://maps.google.com/?cid=11608392539154151384,2021-03-15T21:07:15.000000Z,Dentist,Health,Point of interest,google,4.8,69,46,23
54,Philadelphia Dentistry,Philadelphia,PA,USA,19102,https://maps.google.com/?cid=16772134438163265271,2021-03-15T21:07:07.000000Z,Dentist,Doctor,Health,google,4.8,716,388,219
191,Advanced Dental Care - Tacoma,Tacoma,WA,USA,98409,https://maps.google.com/?cid=1204711165779387953,2021-03-15T13:43:52.000000Z,Dentist,Health,Point of interest,google,4.7,82,56,26
190,J & D Dental,Minneapolis,MN,USA,55402,https://maps.google.com/?cid=14430256036412336007,2021-03-15T13:43:43.000000Z,Dentist,Health,Point of interest,google,4.9,398,238,159
189,Artistic Dental at the biltmore,Phoenix,AZ,USA,85016,https://maps.google.com/?cid=13194340490560856695,2021-03-15T13:43:35.000000Z,Dentist,Health,Point of interest,google,4.9,559,311,167
188,"Comfort Dental West Tacoma, WA",Tacoma,WA,USA,98406,https://maps.google.com/?cid=10136864911756170405,2021-03-15T13:43:26.000000Z,Dentist,Health,Point of interest,google,4.7,133,106,27
187,DiPilla Dentistry of Detroit,Detroit,MI,USA,48226,https://maps.google.com/?cid=6605162261946220576,2021-03-15T13:43:17.000000Z,Dentist,Health,Point of interest,google,4.9,101,32,19
186,My Community Dental Centers Detroit,Detroit,MI,USA,48213,https://maps.google.com/?cid=8058680485239711051,2021-03-15T13:43:10.000000Z,Dentist,Doctor,Health,google,4.7,383,194,48
185,Down to Earth Dental - South Tacoma Dentist,Tacoma,WA,USA,98408,https://maps.google.com/?cid=11492657016872145977,2021-03-15T13:43:01.000000Z,Dentist,Doctor,Health,google,4.7,178,134,44
184,Froeber Dentistry,Minneapolis,MN,USA,55414,https://maps.google.com/?cid=3258630322409028986,2021-03-15T13:42:50.000000Z,Dentist,Health,Point of interest,google,4.9,178,107,71
183,Encanto Family Dental Care,Phoenix,AZ,USA,85015,https://maps.google.com/?cid=13818730809416823058,2021-03-15T13:42:43.000000Z,Dentist,Health,Point of interest,google,4.8,64,38,26
182,Arizona Biltmore Dentistry,Phoenix,AZ,USA,85016,https://maps.google.com/?cid=10483446600579265121,2021-03-15T13:42:35.000000Z,Dentist,Health,Point of interest,google,4.9,604,480,120
181,Diamond Dental,Minneapolis,MN,USA,55413,https://maps.google.com/?cid=6832930725389872811,2021-03-15T13:42:22.000000Z,Dentist,Health,Point of interest,google,4,155,109,46
180,Emergency Dental Care USA,Tacoma,WA,USA,98409,https://maps.google.com/?cid=4337965286919735414,2021-03-15T13:42:14.000000Z,Doctor,Dentist,Health,google,3.9,130,74,24
179,Smiles 4 Kids,Tacoma,WA,USA,98405,https://maps.google.com/?cid=8731147282364875968,2021-03-15T13:42:06.000000Z,Dentist,Doctor,Health,google,4.7,265,183,82
178,Everlast Family & Costmetic Dentistry,Tacoma,WA,USA,98405,https://maps.google.com/?cid=4935892402811176357,2021-03-15T13:41:58.000000Z,Dentist,Health,Point of interest,google,4.5,124,75,48
177,West Lake Dental Center,Minneapolis,MN,USA,55416,https://maps.google.com/?cid=9449230948839872201,2021-03-15T13:41:50.000000Z,Dentist,Health,Point of interest,google,5,135,97,38
